PassengerId,Name,Pclass,Sex,Ticket,Cabin
452,"Hagland, Mr. Ingvald Olai Olsen",3,male,65303,
453,"Foreman, Mr. Benjamin Laventall",1,male,113051,C111
454,"Goldenberg, Mr. Samuel L",1,male,17453,C92
455,"Peduzzi, Mr. Joseph",3,male,A/5 2817,
456,"Jalsevac, Mr. Ivan",3,male,349240,
457,"Millet, Mr. Francis Davis",1,male,13509,E38
458,"Kenyon, Mrs. Frederick R (Marion)",1,female,17464,D21
459,"Toomey, Miss. Ellen",2,female,F.C.C. 13531,
460,"O'Connor, Mr. Maurice",3,male,371060,
461,"Anderson, Mr. Harry",1,male,19952,E12
462,"Morley, Mr. William",3,male,364506,
463,"Gee, Mr. Arthur H",1,male,111320,E63
464,"Milling, Mr. Jacob Christian",2,male,234360,
465,"Maisner, Mr. Simon",3,male,A/S 2816,
466,"Goncalves, Mr. Manuel Estanslas",3,male,SOTON/O.Q. 3101306,
467,"Campbell, Mr. William",2,male,239853,
468,"Smart, Mr. John Montgomery",1,male,113792,
469,"Scanlan, Mr. James",3,male,36209,
470,"Baclini, Miss. Helene Barbara",3,female,2666,
471,"Keefe, Mr. Arthur",3,male,323592,
472,"Cacic, Mr. Luka",3,male,315089,
473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",2,female,C.A. 34651,
474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",2,female,SC/AH Basle 541,D
475,"Strandberg, Miss. Ida Sofia",3,female,7553,
476,"Clifford, Mr. George Quincy",1,male,110465,A14
477,"Renouf, Mr. Peter Henry",2,male,31027,
478,"Braund, Mr. Lewis Richard",3,male,3460,
479,"Karlsson, Mr. Nils August",3,male,350060,
480,"Hirvonen, Miss. Hildur E",3,female,3101298,
481,"Goodwin, Master. Harold Victor",3,male,CA 2144,
482,"Frost, Mr. Anthony Wood ""Archie""",2,male,239854,
483,"Rouse, Mr. Richard Henry",3,male,A/5 3594,
484,"Turkula, Mrs. (Hedwig)",3,female,4134,
485,"Bishop, Mr. Dickinson H",1,male,11967,B49
486,"Lefebre, Miss. Jeannie",3,female,4133,
487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,female,19943,C93
488,"Kent, Mr. Edward Austin",1,male,11771,B37
489,"Somerton, Mr. Francis William",3,male,A.5. 18509,
490,"Coutts, Master. Eden Leslie ""Neville""",3,male,C.A. 37671,
491,"Hagland, Mr. Konrad Mathias Reiersen",3,male,65304,
492,"Windelov, Mr. Einar",3,male,SOTON/OQ 3101317,
493,"Molson, Mr. Harry Markland",1,male,113787,C30
494,"Artagaveytia, Mr. Ramon",1,male,PC 17609,
495,"Stanley, Mr. Edward Roland",3,male,A/4 45380,
496,"Yousseff, Mr. Gerious",3,male,2627,
497,"Eustis, Miss. Elizabeth Mussey",1,female,36947,D20
498,"Shellard, Mr. Frederick William",3,male,C.A. 6212,
499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,female,113781,C22 C26
500,"Svensson, Mr. Olof",3,male,350035,
501,"Calic, Mr. Petar",3,male,315086,
502,"Canavan, Miss. Mary",3,female,364846,
503,"O'Sullivan, Miss. Bridget Mary",3,female,330909,
504,"Laitinen, Miss. Kristina Sofia",3,female,4135,
505,"Maioni, Miss. Roberta",1,female,110152,B79
506,"Penasco y Castellana, Mr. Victor de Satode",1,male,PC 17758,C65
507,"Quick, Mrs. Frederick Charles (Jane Richards)",2,female,26360,
508,"Bradley, Mr. George (""George Arthur Brayton"")",1,male,111427,
509,"Olsen, Mr. Henry Margido",3,male,C 4001,
510,"Lang, Mr. Fang",3,male,1601,
511,"Daly, Mr. Eugene Patrick",3,male,382651,
512,"Webber, Mr. James",3,male,SOTON/OQ 3101316,
513,"McGough, Mr. James Robert",1,male,PC 17473,E25
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,female,PC 17603,
515,"Coleff, Mr. Satio",3,male,349209,
516,"Walker, Mr. William Anderson",1,male,36967,D46
517,"Lemore, Mrs. (Amelia Milley)",2,female,C.A. 34260,F33
518,"Ryan, Mr. Patrick",3,male,371110,
519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",2,female,226875,
520,"Pavlovic, Mr. Stefo",3,male,349242,
521,"Perreault, Miss. Anne",1,female,12749,B73
522,"Vovk, Mr. Janko",3,male,349252,
523,"Lahoud, Mr. Sarkis",3,male,2624,
524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,female,111361,B18
525,"Kassem, Mr. Fared",3,male,2700,
526,"Farrell, Mr. James",3,male,367232,
527,"Ridsdale, Miss. Lucy",2,female,W./C. 14258,
528,"Farthing, Mr. John",1,male,PC 17483,C95
529,"Salonen, Mr. Johan Werner",3,male,3101296,
530,"Hocking, Mr. Richard George",2,male,29104,
531,"Quick, Miss. Phyllis May",2,female,26360,
532,"Toufik, Mr. Nakli",3,male,2641,
533,"Elias, Mr. Joseph Jr",3,male,2690,
534,"Peter, Mrs. Catherine (Catherine Rizk)",3,female,2668,
535,"Cacic, Miss. Marija",3,female,315084,
536,"Hart, Miss. Eva Miriam",2,female,F.C.C. 13529,
537,"Butt, Major. Archibald Willingham",1,male,113050,B38
538,"LeRoy, Miss. Bertha",1,female,PC 17761,
539,"Risien, Mr. Samuel Beard",3,male,364498,
540,"Frolicher, Miss. Hedwig Margaritha",1,female,13568,B39
541,"Crosby, Miss. Harriet R",1,female,WE/P 5735,B22
542,"Andersson, Miss. Ingeborg Constanzia",3,female,347082,
543,"Andersson, Miss. Sigrid Elisabeth",3,female,347082,
544,"Beane, Mr. Edward",2,male,2908,
545,"Douglas, Mr. Walter Donald",1,male,PC 17761,C86
546,"Nicholson, Mr. Arthur Ernest",1,male,693,
547,"Beane, Mrs. Edward (Ethel Clarke)",2,female,2908,
548,"Padro y Manent, Mr. Julian",2,male,SC/PARIS 2146,
549,"Goldsmith, Mr. Frank John",3,male,363291,
550,"Davies, Master. John Morgan Jr",2,male,C.A. 33112,
551,"Thayer, Mr. John Borland Jr",1,male,17421,C70
552,"Sharp, Mr. Percival James R",2,male,244358,
553,"O'Brien, Mr. Timothy",3,male,330979,
554,"Leeni, Mr. Fahim (""Philip Zenni"")",3,male,2620,
555,"Ohman, Miss. Velin",3,female,347085,
556,"Wright, Mr. George",1,male,113807,
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,female,11755,A16
558,"Robbins, Mr. Victor",1,male,PC 17757,
559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,female,110413,E67
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",3,female,345572,
561,"Morrow, Mr. Thomas Rowan",3,male,372622,
562,"Sivic, Mr. Husein",3,male,349251,
563,"Norman, Mr. Robert Douglas",2,male,218629,
564,"Simmons, Mr. John",3,male,SOTON/OQ 392082,
565,"Meanwell, Miss. (Marion Ogden)",3,female,SOTON/O.Q. 392087,
566,"Davies, Mr. Alfred J",3,male,A/4 48871,
567,"Stoytcheff, Mr. Ilia",3,male,349205,
568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",3,female,349909,
569,"Doharr, Mr. Tannous",3,male,2686,
570,"Jonsson, Mr. Carl",3,male,350417,
571,"Harris, Mr. George",2,male,S.W./PP 752,
572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,female,11769,C101
573,"Flynn, Mr. John Irwin (""Irving"")",1,male,PC 17474,E25
574,"Kelly, Miss. Mary",3,female,14312,
575,"Rush, Mr. Alfred George John",3,male,A/4. 20589,
576,"Patchett, Mr. George",3,male,358585,
577,"Garside, Miss. Ethel",2,female,243880,
578,"Silvey, Mrs. William Baird (Alice Munger)",1,female,13507,E44
579,"Caram, Mrs. Joseph (Maria Elias)",3,female,2689,
580,"Jussila, Mr. Eiriik",3,male,STON/O 2. 3101286,
581,"Christy, Miss. Julie Rachel",2,female,237789,
582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,female,17421,C68
583,"Downton, Mr. William James",2,male,28403,
584,"Ross, Mr. John Hugo",1,male,13049,A10
585,"Paulner, Mr. Uscher",3,male,3411,
586,"Taussig, Miss. Ruth",1,female,110413,E68
587,"Jarvis, Mr. John Denzil",2,male,237565,
588,"Frolicher-Stehli, Mr. Maxmillian",1,male,13567,B41
589,"Gilinski, Mr. Eliezer",3,male,14973,
590,"Murdlin, Mr. Joseph",3,male,A./5. 3235,
591,"Rintamaki, Mr. Matti",3,male,STON/O 2. 3101273,
592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,female,36947,D20
593,"Elsbury, Mr. William James",3,male,A/5 3902,
594,"Bourke, Miss. Mary",3,female,364848,
595,"Chapman, Mr. John Henry",2,male,SC/AH 29037,
596,"Van Impe, Mr. Jean Baptiste",3,male,345773,
597,"Leitch, Miss. Jessie Wills",2,female,248727,
598,"Johnson, Mr. Alfred",3,male,LINE,
599,"Boulos, Mr. Hanna",3,male,2664,
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,male,PC 17485,A20
601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",2,female,243847,
602,"Slabenoff, Mr. Petco",3,male,349214,
603,"Harrington, Mr. Charles H",1,male,113796,
604,"Torber, Mr. Ernst William",3,male,364511,
605,"Homer, Mr. Harry (""Mr E Haven"")",1,male,111426,
606,"Lindell, Mr. Edvard Bengtsson",3,male,349910,
607,"Karaic, Mr. Milan",3,male,349246,
608,"Daniel, Mr. Robert Williams",1,male,113804,
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",2,female,SC/Paris 2123,
610,"Shutes, Miss. Elizabeth W",1,female,PC 17582,C125
611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",3,female,347082,
612,"Jardin, Mr. Jose Neto",3,male,SOTON/O.Q. 3101305,
613,"Murphy, Miss. Margaret Jane",3,female,367230,
614,"Horgan, Mr. John",3,male,370377,
615,"Brocklebank, Mr. William Alfred",3,male,364512,
616,"Herman, Miss. Alice",2,female,220845,
617,"Danbom, Mr. Ernst Gilbert",3,male,347080,
618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",3,female,A/5. 3336,
619,"Becker, Miss. Marion Louise",2,female,230136,F4
620,"Gavey, Mr. Lawrence",2,male,31028,
621,"Yasbeck, Mr. Antoni",3,male,2659,
622,"Kimball, Mr. Edwin Nelson Jr",1,male,11753,D19
623,"Nakid, Mr. Sahid",3,male,2653,
624,"Hansen, Mr. Henry Damsgaard",3,male,350029,
625,"Bowen, Mr. David John ""Dai""",3,male,54636,
626,"Sutton, Mr. Frederick",1,male,36963,D50
627,"Kirkland, Rev. Charles Leonard",2,male,219533,
628,"Longley, Miss. Gretchen Fiske",1,female,13502,D9
629,"Bostandyeff, Mr. Guentcho",3,male,349224,
630,"O'Connell, Mr. Patrick D",3,male,334912,
631,"Barkworth, Mr. Algernon Henry Wilson",1,male,27042,A23
632,"Lundahl, Mr. Johan Svensson",3,male,347743,
633,"Stahelin-Maeglin, Dr. Max",1,male,13214,B50
634,"Parr, Mr. William Henry Marsh",1,male,112052,
635,"Skoog, Miss. Mabel",3,female,347088,
636,"Davis, Miss. Mary",2,female,237668,
637,"Leinonen, Mr. Antti Gustaf",3,male,STON/O 2. 3101292,
638,"Collyer, Mr. Harvey",2,male,C.A. 31921,
639,"Panula, Mrs. Juha (Maria Emilia Ojala)",3,female,3101295,
640,"Thorneycroft, Mr. Percival",3,male,376564,
641,"Jensen, Mr. Hans Peder",3,male,350050,
642,"Sagesser, Mlle. Emma",1,female,PC 17477,B35
643,"Skoog, Miss. Margit Elizabeth",3,female,347088,
644,"Foo, Mr. Choong",3,male,1601,
645,"Baclini, Miss. Eugenie",3,female,2666,
646,"Harper, Mr. Henry Sleeper",1,male,PC 17572,D33
647,"Cor, Mr. Liudevit",3,male,349231,
648,"Simonius-Blumer, Col. Oberst Alfons",1,male,13213,A26
649,"Willey, Mr. Edward",3,male,S.O./P.P. 751,
650,"Stanley, Miss. Amy Zillah Elsie",3,female,CA. 2314,
651,"Mitkoff, Mr. Mito",3,male,349221,
652,"Doling, Miss. Elsie",2,female,231919,
653,"Kalvik, Mr. Johannes Halvorsen",3,male,8475,
654,"O'Leary, Miss. Hanora ""Norah""",3,female,330919,
655,"Hegarty, Miss. Hanora ""Nora""",3,female,365226,
656,"Hickman, Mr. Leonard Mark",2,male,S.O.C. 14879,
657,"Radeff, Mr. Alexander",3,male,349223,
658,"Bourke, Mrs. John (Catherine)",3,female,364849,
659,"Eitemiller, Mr. George Floyd",2,male,29751,
660,"Newell, Mr. Arthur Webster",1,male,35273,D48
661,"Frauenthal, Dr. Henry William",1,male,PC 17611,
662,"Badt, Mr. Mohamed",3,male,2623,
663,"Colley, Mr. Edward Pomeroy",1,male,5727,E58
664,"Coleff, Mr. Peju",3,male,349210,
665,"Lindqvist, Mr. Eino William",3,male,STON/O 2. 3101285,
666,"Hickman, Mr. Lewis",2,male,S.O.C. 14879,
667,"Butler, Mr. Reginald Fenton",2,male,234686,
668,"Rommetvedt, Mr. Knud Paust",3,male,312993,
669,"Cook, Mr. Jacob",3,male,A/5 3536,
670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,female,19996,C126
671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",2,female,29750,
672,"Davidson, Mr. Thornton",1,male,F.C. 12750,B71
673,"Mitchell, Mr. Henry Michael",2,male,C.A. 24580,
674,"Wilhelms, Mr. Charles",2,male,244270,
675,"Watson, Mr. Ennis Hastings",2,male,239856,
676,"Edvardsson, Mr. Gustaf Hjalmar",3,male,349912,
677,"Sawyer, Mr. Frederick Charles",3,male,342826,
678,"Turja, Miss. Anna Sofia",3,female,4138,
679,"Goodwin, Mrs. Frederick (Augusta Tyler)",3,female,CA 2144,
680,"Cardeza, Mr. Thomas Drake Martinez",1,male,PC 17755,B51 B53 B55
681,"Peters, Miss. Katie",3,female,330935,
682,"Hassab, Mr. Hammad",1,male,PC 17572,D49
683,"Olsvigen, Mr. Thor Anderson",3,male,6563,
684,"Goodwin, Mr. Charles Edward",3,male,CA 2144,
685,"Brown, Mr. Thomas William Solomon",2,male,29750,
686,"Laroche, Mr. Joseph Philippe Lemercier",2,male,SC/Paris 2123,
687,"Panula, Mr. Jaako Arnold",3,male,3101295,
688,"Dakic, Mr. Branko",3,male,349228,
689,"Fischer, Mr. Eberhard Thelander",3,male,350036,
690,"Madill, Miss. Georgette Alexandra",1,female,24160,B5
691,"Dick, Mr. Albert Adrian",1,male,17474,B20
692,"Karun, Miss. Manca",3,female,349256,
693,"Lam, Mr. Ali",3,male,1601,
694,"Saad, Mr. Khalil",3,male,2672,
695,"Weir, Col. John",1,male,113800,
696,"Chapman, Mr. Charles Henry",2,male,248731,
697,"Kelly, Mr. James",3,male,363592,
698,"Mullens, Miss. Katherine ""Katie""",3,female,35852,
699,"Thayer, Mr. John Borland",1,male,17421,C68
700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",3,male,348121,F G63
701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,female,PC 17757,C62 C64
702,"Silverthorne, Mr. Spencer Victor",1,male,PC 17475,E24
703,"Barbara, Miss. Saiide",3,female,2691,
704,"Gallagher, Mr. Martin",3,male,36864,
705,"Hansen, Mr. Henrik Juul",3,male,350025,
706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",2,male,250655,
707,"Kelly, Mrs. Florence ""Fannie""",2,female,223596,
708,"Calderhead, Mr. Edward Pennington",1,male,PC 17476,E24
709,"Cleaver, Miss. Alice",1,female,113781,
710,"Moubarek, Master. Halim Gonios (""William George"")",3,male,2661,
711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,female,PC 17482,C90
712,"Klaber, Mr. Herman",1,male,113028,C124
713,"Taylor, Mr. Elmer Zebley",1,male,19996,C126
714,"Larsson, Mr. August Viktor",3,male,7545,
715,"Greenberg, Mr. Samuel",2,male,250647,
716,"Soholt, Mr. Peter Andreas Lauritz Andersen",3,male,348124,F G73
717,"Endres, Miss. Caroline Louise",1,female,PC 17757,C45
718,"Troutt, Miss. Edwina Celia ""Winnie""",2,female,34218,E101
719,"McEvoy, Mr. Michael",3,male,36568,
720,"Johnson, Mr. Malkolm Joackim",3,male,347062,
721,"Harper, Miss. Annie Jessie ""Nina""",2,female,248727,
722,"Jensen, Mr. Svend Lauritz",3,male,350048,
723,"Gillespie, Mr. William Henry",2,male,12233,
724,"Hodges, Mr. Henry Price",2,male,250643,
725,"Chambers, Mr. Norman Campbell",1,male,113806,E8
726,"Oreskovic, Mr. Luka",3,male,315094,
727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",2,female,31027,
728,"Mannion, Miss. Margareth",3,female,36866,
729,"Bryhl, Mr. Kurt Arnold Gottfrid",2,male,236853,
730,"Ilmakangas, Miss. Pieta Sofia",3,female,STON/O2. 3101271,
731,"Allen, Miss. Elisabeth Walton",1,female,24160,B5
732,"Hassan, Mr. Houssein G N",3,male,2699,
733,"Knight, Mr. Robert J",2,male,239855,
734,"Berriman, Mr. William John",2,male,28425,
735,"Troupiansky, Mr. Moses Aaron",2,male,233639,
736,"Williams, Mr. Leslie",3,male,54636,
737,"Ford, Mrs. Edward (Margaret Ann Watson)",3,female,W./C. 6608,
738,"Lesurer, Mr. Gustave J",1,male,PC 17755,B101
739,"Ivanoff, Mr. Kanio",3,male,349201,
740,"Nankoff, Mr. Minko",3,male,349218,
741,"Hawksford, Mr. Walter James",1,male,16988,D45
742,"Cavendish, Mr. Tyrell William",1,male,19877,C46
743,"Ryerson, Miss. Susan Parker ""Suzette""",1,female,PC 17608,B57 B59 B63 B66
744,"McNamee, Mr. Neal",3,male,376566,
745,"Stranden, Mr. Juho",3,male,STON/O 2. 3101288,
746,"Crosby, Capt. Edward Gifford",1,male,WE/P 5735,B22
747,"Abbott, Mr. Rossmore Edward",3,male,C.A. 2673,
748,"Sinkkonen, Miss. Anna",2,female,250648,
749,"Marvin, Mr. Daniel Warner",1,male,113773,D30
750,"Connaghton, Mr. Michael",3,male,335097,
751,"Wells, Miss. Joan",2,female,29103,
752,"Moor, Master. Meier",3,male,392096,E121
753,"Vande Velde, Mr. Johannes Joseph",3,male,345780,
754,"Jonkoff, Mr. Lalio",3,male,349204,
755,"Herman, Mrs. Samuel (Jane Laver)",2,female,220845,
756,"Hamalainen, Master. Viljo",2,male,250649,
757,"Carlsson, Mr. August Sigfrid",3,male,350042,
758,"Bailey, Mr. Percy Andrew",2,male,29108,
759,"Theobald, Mr. Thomas Leonard",3,male,363294,
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,female,110152,B77
761,"Garfirth, Mr. John",3,male,358585,
762,"Nirva, Mr. Iisakki Antino Aijo",3,male,SOTON/O2 3101272,
763,"Barah, Mr. Hanna Assi",3,male,2663,
764,"Carter, Mrs. William Ernest (Lucile Polk)",1,female,113760,B96 B98
765,"Eklund, Mr. Hans Linus",3,male,347074,
766,"Hogeboom, Mrs. John C (Anna Andrews)",1,female,13502,D11
767,"Brewe, Dr. Arthur Jackson",1,male,112379,
768,"Mangan, Miss. Mary",3,female,364850,
769,"Moran, Mr. Daniel J",3,male,371110,
770,"Gronnestad, Mr. Daniel Danielsen",3,male,8471,
771,"Lievens, Mr. Rene Aime",3,male,345781,
772,"Jensen, Mr. Niels Peder",3,male,350047,
773,"Mack, Mrs. (Mary)",2,female,S.O./P.P. 3,E77
774,"Elias, Mr. Dibo",3,male,2674,
775,"Hocking, Mrs. Elizabeth (Eliza Needs)",2,female,29105,
776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",3,male,347078,
777,"Tobin, Mr. Roger",3,male,383121,F38
778,"Emanuel, Miss. Virginia Ethel",3,female,364516,
779,"Kilgannon, Mr. Thomas J",3,male,36865,
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,female,24160,B3
781,"Ayoub, Miss. Banoura",3,female,2687,
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,female,17474,B20
783,"Long, Mr. Milton Clyde",1,male,113501,D6
784,"Johnston, Mr. Andrew G",3,male,W./C. 6607,
785,"Ali, Mr. William",3,male,SOTON/O.Q. 3101312,
786,"Harmer, Mr. Abraham (David Lishin)",3,male,374887,
787,"Sjoblom, Miss. Anna Sofia",3,female,3101265,
788,"Rice, Master. George Hugh",3,male,382652,
789,"Dean, Master. Bertram Vere",3,male,C.A. 2315,
790,"Guggenheim, Mr. Benjamin",1,male,PC 17593,B82 B84
791,"Keane, Mr. Andrew ""Andy""",3,male,12460,
792,"Gaskell, Mr. Alfred",2,male,239865,
793,"Sage, Miss. Stella Anna",3,female,CA. 2343,
794,"Hoyt, Mr. William Fisher",1,male,PC 17600,
795,"Dantcheff, Mr. Ristiu",3,male,349203,
796,"Otter, Mr. Richard",2,male,28213,
797,"Leader, Dr. Alice (Farnham)",1,female,17465,D17
798,"Osman, Mrs. Mara",3,female,349244,
799,"Ibrahim Shawah, Mr. Yousseff",3,male,2685,
800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",3,female,345773,
801,"Ponesell, Mr. Martin",2,male,250647,
802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",2,female,C.A. 31921,
803,"Carter, Master. William Thornton II",1,male,113760,B96 B98
804,"Thomas, Master. Assad Alexander",3,male,2625,
805,"Hedman, Mr. Oskar Arvid",3,male,347089,
806,"Johansson, Mr. Karl Johan",3,male,347063,
807,"Andrews, Mr. Thomas Jr",1,male,112050,A36
808,"Pettersson, Miss. Ellen Natalia",3,female,347087,
809,"Meyer, Mr. August",2,male,248723,
810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,female,113806,E8
811,"Alexander, Mr. William",3,male,3474,
812,"Lester, Mr. James",3,male,A/4 48871,
813,"Slemen, Mr. Richard James",2,male,28206,
814,"Andersson, Miss. Ebba Iris Alfrida",3,female,347082,
815,"Tomlin, Mr. Ernest Portage",3,male,364499,
816,"Fry, Mr. Richard",1,male,112058,B102
817,"Heininen, Miss. Wendla Maria",3,female,STON/O2. 3101290,
818,"Mallet, Mr. Albert",2,male,S.C./PARIS 2079,
819,"Holm, Mr. John Fredrik Alexander",3,male,C 7075,
820,"Skoog, Master. Karl Thorsten",3,male,347088,
821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,female,12749,B69
822,"Lulic, Mr. Nikola",3,male,315098,
823,"Reuchlin, Jonkheer. John George",1,male,19972,
824,"Moor, Mrs. (Beila)",3,female,392096,E121
825,"Panula, Master. Urho Abraham",3,male,3101295,
826,"Flynn, Mr. John",3,male,368323,
827,"Lam, Mr. Len",3,male,1601,
828,"Mallet, Master. Andre",2,male,S.C./PARIS 2079,
829,"McCormack, Mr. Thomas Joseph",3,male,367228,
830,"Stone, Mrs. George Nelson (Martha Evelyn)",1,female,113572,B28
831,"Yasbeck, Mrs. Antoni (Selini Alexander)",3,female,2659,
832,"Richards, Master. George Sibley",2,male,29106,
833,"Saad, Mr. Amin",3,male,2671,
834,"Augustsson, Mr. Albert",3,male,347468,
835,"Allum, Mr. Owen George",3,male,2223,
836,"Compton, Miss. Sara Rebecca",1,female,PC 17756,E49
837,"Pasic, Mr. Jakob",3,male,315097,
838,"Sirota, Mr. Maurice",3,male,392092,
839,"Chip, Mr. Chang",3,male,1601,
840,"Marechal, Mr. Pierre",1,male,11774,C47
841,"Alhomaki, Mr. Ilmari Rudolf",3,male,SOTON/O2 3101287,
842,"Mudd, Mr. Thomas Charles",2,male,S.O./P.P. 3,
843,"Serepeca, Miss. Augusta",1,female,113798,
844,"Lemberopolous, Mr. Peter L",3,male,2683,
845,"Culumovic, Mr. Jeso",3,male,315090,
846,"Abbing, Mr. Anthony",3,male,C.A. 5547,
847,"Sage, Mr. Douglas Bullen",3,male,CA. 2343,
848,"Markoff, Mr. Marin",3,male,349213,
849,"Harper, Rev. John",2,male,248727,
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,female,17453,C92
851,"Andersson, Master. Sigvard Harald Elias",3,male,347082,
852,"Svensson, Mr. Johan",3,male,347060,
853,"Boulos, Miss. Nourelain",3,female,2678,
854,"Lines, Miss. Mary Conover",1,female,PC 17592,D28
855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",2,female,244252,
856,"Aks, Mrs. Sam (Leah Rosen)",3,female,392091,
857,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,female,36928,
858,"Daly, Mr. Peter Denis ",1,male,113055,E17
859,"Baclini, Mrs. Solomon (Latifa Qurban)",3,female,2666,
860,"Razi, Mr. Raihed",3,male,2629,
861,"Hansen, Mr. Claus Peter",3,male,350026,
862,"Giles, Mr. Frederick Edward",2,male,28134,
863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,female,17466,D17
864,"Sage, Miss. Dorothy Edith ""Dolly""",3,female,CA. 2343,
865,"Gill, Mr. John William",2,male,233866,
866,"Bystrom, Mrs. (Karolina)",2,female,236852,
867,"Duran y More, Miss. Asuncion",2,female,SC/PARIS 2149,
868,"Roebling, Mr. Washington Augustus II",1,male,PC 17590,A24
869,"van Melkebeke, Mr. Philemon",3,male,345777,
870,"Johnson, Master. Harold Theodor",3,male,347742,
871,"Balkic, Mr. Cerin",3,male,349248,
872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,female,11751,D35
873,"Carlsson, Mr. Frans Olof",1,male,695,B51 B53 B55
874,"Vander Cruyssen, Mr. Victor",3,male,345765,
875,"Abelson, Mrs. Samuel (Hannah Wizosky)",2,female,P/PP 3381,
876,"Najib, Miss. Adele Kiamie ""Jane""",3,female,2667,
877,"Gustafsson, Mr. Alfred Ossian",3,male,7534,
878,"Petroff, Mr. Nedelio",3,male,349212,
879,"Laleff, Mr. Kristo",3,male,349217,
880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,female,11767,C50
881,"Shelley, Mrs. William (Imanita Parrish Hall)",2,female,230433,
882,"Markun, Mr. Johann",3,male,349257,
883,"Dahlberg, Miss. Gerda Ulrika",3,female,7552,
884,"Banfield, Mr. Frederick James",2,male,C.A./SOTON 34068,
885,"Sutehall, Mr. Henry Jr",3,male,SOTON/OQ 392076,
886,"Rice, Mrs. William (Margaret Norton)",3,female,382652,
887,"Montvila, Rev. Juozas",2,male,211536,
888,"Graham, Miss. Margaret Edith",1,female,112053,B42
889,"Johnston, Miss. Catherine Helen ""Carrie""",3,female,W./C. 6607,
890,"Behr, Mr. Karl Howell",1,male,111369,C148
891,"Dooley, Mr. Patrick",3,male,370376,
